date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-06-21,#5G,154275,779066,-0.69,Russia
2025-01-15,#IoT,178124,560160,-0.16,Turkey
2025-01-03,#Movies,66177,318762,-0.57,India
2024-09-07,#Blockchain,114793,201216,-0.74,France
2024-08-30,#Foodie,47939,167270,-0.39,Germany
2025-02-14,#Fashion,67802,284883,-0.88,Mexico
2024-08-30,#SmartCity,1470,3586,0.13,Japan
2024-09-12,#Books,28657,54016,-0.47,Indonesia
2024-07-10,#Python,111144,343490,0.3,Australia
2024-12-30,#Health,149996,825881,0.25,Mexico
2024-12-09,#Cloud,13531,77228,0.47,Canada
2025-01-09,#CyberSecurity,99784,516515,-0.8,India
2024-07-02,#TechNews,137813,566997,-0.77,Japan
2025-04-10,#Elections2025,89736,439838,-0.02,Turkey
2024-11-07,#Business,76537,341733,0.79,USA
2025-05-19,#Photography,195036,1054183,0.54,UK
2024-11-25,#Productivity,131704,545515,0.75,Mexico
2024-11-10,#SelfCare,33195,130324,0.19,Russia
2024-09-10,#FoodPorn,173776,712846,0.7,Italy
2025-05-17,#Photography,107761,621006,-0.72,Indonesia
2024-10-20,#Elections2025,126301,228130,0.68,Egypt
2025-04-21,#TechNews,24542,44276,-0.09,Brazil
2025-04-04,#MusicMonday,113158,611104,0.92,Mexico
2024-06-02,#ClimateChange,167516,393837,0.69,Brazil
2025-01-04,#Nature,182306,465872,0.72,Brazil
2025-04-05,#Motivation,189855,338544,-0.19,China
2025-01-02,#Adventure,143954,357047,0.52,Canada
2024-06-08,#History,91628,325565,-0.07,Spain
2024-06-06,#AIArt,131667,569236,0.68,Japan
2025-04-20,#MetGala,5422,10742,-0.14,Nigeria
2024-09-08,#Gaming,155783,929366,-0.01,Russia
2025-01-23,#Investing,43354,223406,-0.78,USA
2025-05-11,#Adventure,72080,110697,-0.92,Japan
2024-11-04,#MetGala,149604,389380,-0.15,Canada
2025-03-06,#Startup,146891,454303,-0.24,Mexico
2024-12-25,#Art,181696,689737,0.27,Turkey
2025-03-11,#Business,26117,91467,-0.67,UK
2024-12-25,#Oscars,111054,351784,0.08,Egypt
2024-09-21,#Investing,93331,216504,-0.95,Turkey
2024-09-30,#MachineLearning,1534,6129,0.13,UK
2025-01-05,#Stocks,5308,25340,0.14,France
2024-08-27,#IoT,82218,401653,0.68,Mexico
2024-12-31,#Movies,41647,228684,-0.25,Egypt
2024-10-31,#EcoFriendly,151935,501082,-0.51,Australia
2025-01-06,#Crypto,81054,351799,-0.99,Turkey
2024-07-27,#Education,176811,1019380,0.29,Brazil
2024-11-01,#BigData,69804,358699,-0.98,South Africa
2025-03-25,#Adventure,170881,265230,-0.51,Italy
2025-05-26,#Finance,42411,203576,-0.01,Turkey
2024-08-23,#AIArt,199853,1122989,0.96,USA
2024-09-23,#Movies,165836,905561,-0.89,Egypt
2024-05-29,#Travel,32548,169560,-0.27,Egypt
2024-09-22,#Stocks,111213,373767,0.8,Nigeria
2024-06-08,#TechNews,54080,183416,0.7,Mexico
2024-12-04,#Hiking,46112,88312,-0.36,South Africa
2025-04-09,#Entrepreneur,153896,681897,0.77,UK
2024-06-15,#Books,173883,925638,-0.93,France
2025-02-04,#FoodPorn,114883,447203,-0.75,France
2024-07-12,#Travel,92926,304393,0.88,Australia
2024-12-09,#MusicMonday,107549,542531,-0.12,Canada
2025-03-31,#SpaceX,195358,984694,0.51,UK
2025-02-27,#Business,81796,215131,-0.07,Japan
2025-03-03,#ClimateChange,100080,468031,-0.16,Japan
2024-10-21,#ViralVideo,48428,250994,-0.2,Italy
2024-08-29,#TechNews,96952,483631,0.36,Indonesia
2025-03-21,#Stocks,41735,120527,-0.13,South Africa
2024-06-14,#WorldCup,13391,50215,-0.52,Germany
2024-10-04,#Gaming,29834,100698,-0.09,Germany
2025-05-19,#TechNews,16038,64339,0.71,Indonesia
2024-07-25,#SpaceX,181361,1082888,-0.65,China
2025-02-27,#SpaceX,122459,558032,0.26,Italy
2024-09-30,#FoodPorn,17664,53322,0.07,Japan
2025-05-08,#ViralVideo,24078,96143,0.97,Russia
2024-12-07,#SelfCare,26038,113567,0.18,France
2024-07-21,#FitnessGoals,53506,141268,-0.36,Canada
2025-05-03,#Analytics,178153,378396,-0.48,India
2024-05-28,#5G,98232,307873,-0.57,Australia
2025-02-27,#Finance,185314,1002771,0.48,USA
2025-02-19,#WorldCup,174201,879746,0.93,China
2024-11-06,#Hiking,186416,970216,0.58,Nigeria
2024-08-24,#Movies,178366,874420,-0.99,UK
2025-01-15,#MachineLearning,138120,623797,0.77,Turkey
2025-03-18,#Blockchain,104382,419883,-0.2,Turkey
2025-03-13,#Coding,109071,485699,-0.2,Italy
2025-04-23,#BigData,76493,405245,0.96,India
2025-01-13,#Robotics,116832,493419,0.36,Brazil
2025-04-04,#Coding,141310,654369,0.57,South Africa
2025-01-15,#MachineLearning,124096,666690,-0.22,Germany
2025-03-11,#MusicMonday,145982,437166,0.36,France
2024-06-06,#BreakingNews,156919,396585,-0.03,France
2024-12-27,#Science,192429,901124,0.6,USA
2024-11-07,#Gaming,197943,888311,1.0,Mexico
2025-01-30,#Sustainability,153022,444522,-0.84,India
2024-09-19,#Hiking,29973,80064,-0.58,Italy
2024-08-29,#Oscars,35487,181954,0.48,Italy
2025-02-27,#MusicMonday,34368,104246,-0.18,South Korea
2024-09-16,#Analytics,183335,622874,0.67,France
2024-07-12,#Health,108796,417770,0.01,Mexico
2024-08-07,#Sustainability,20344,111712,0.92,Japan
2024-07-27,#Startup,72248,180920,0.48,France
2025-04-05,#Investing,65778,367419,-0.17,Indonesia
2024-06-26,#MetGala,93900,555464,0.41,Spain
2025-02-11,#MusicMonday,64175,105549,-0.17,South Korea
2024-09-20,#Productivity,187571,523508,0.55,South Korea
2024-08-25,#Oscars,100608,536898,0.9,Japan
2025-04-23,#Gaming,106096,295722,0.04,Japan
2024-07-31,#Analytics,23955,63318,0.72,Turkey
2025-05-25,#MetGala,91101,300648,-0.39,Nigeria
2024-12-20,#TechNews,110319,275626,-0.83,Brazil
2025-01-11,#Health,160430,641952,-0.78,Nigeria
2025-02-28,#AI,115966,617550,0.61,China
2024-11-25,#Sustainability,188257,1038058,0.79,Nigeria
2024-12-26,#Science,90648,234860,0.17,Russia
2025-01-10,#DeepLearning,170867,971449,-0.2,South Africa
2024-10-01,#Investing,184083,409082,-0.51,Canada
2024-12-10,#Photography,14747,69629,-0.05,Egypt
2024-06-20,#DeepLearning,93489,273267,-0.86,Nigeria
2024-10-03,#RemoteWork,124666,346327,0.52,Egypt
2024-11-19,#Art,68038,144650,-0.73,Canada
2024-06-10,#Startup,137124,818450,-0.23,Japan
2025-04-15,#ViralVideo,192812,743739,-0.91,Australia
2024-06-06,#Python,87262,382859,0.24,Turkey
2024-11-13,#ViralVideo,119430,523840,0.55,Turkey
2025-03-10,#ClimateChange,163147,448924,-0.53,Italy
2024-11-21,#Innovation,112255,619008,-0.17,France
2025-04-04,#Startup,89045,302513,-0.13,Spain
2025-03-10,#Oscars,56728,299761,-0.5,South Africa
2025-02-13,#Finance,51022,101976,-0.5,South Korea
2025-04-17,#Robotics,3291,9499,0.65,India
2024-07-29,#TravelTuesday,66259,103563,-0.96,Egypt
2024-07-05,#BreakingNews,12472,41456,0.56,India
2024-11-23,#Robotics,181758,1084748,0.45,India
2024-09-07,#Python,57789,327130,-0.68,India
2025-03-04,#Oscars,156029,865260,-0.01,Brazil
2024-07-03,#Stocks,108920,355744,-0.33,China
2025-05-18,#EcoFriendly,41863,215851,0.64,Brazil
2025-02-01,#MentalHealth,136399,353435,0.8,Japan
2024-08-22,#BigData,28055,136728,-0.92,Nigeria
2024-06-25,#FoodPorn,176176,398942,-0.73,Brazil
2025-05-02,#ClimateChange,187917,928758,0.54,USA
2024-09-22,#Movies,50427,253493,-0.73,Germany
2024-10-30,#Business,67432,331711,-0.65,Germany
2024-10-20,#CyberSecurity,83751,190050,0.48,Canada
2024-12-30,#ClimateChange,11728,30299,-0.11,South Korea
2024-09-11,#NFT,102067,299742,-0.85,Russia
2025-02-09,#Politics,172722,1034919,0.28,China
2024-07-26,#IoT,137124,741623,-0.52,Russia
2025-03-13,#Crypto,79027,275997,0.62,Spain
2024-08-25,#Politics,98298,167167,-0.76,Spain
2024-12-20,#Productivity,123868,340073,0.17,USA
2024-11-05,#Coding,127452,593520,-0.83,Nigeria
2025-04-09,#Vegan,140995,764032,-0.51,India
2024-09-03,#DataScience,39914,152873,-0.77,Japan
2025-03-28,#SelfCare,48486,98646,0.83,Indonesia
2025-01-03,#TravelTuesday,106996,388398,0.18,Mexico
2024-10-22,#Adventure,178007,449284,0.83,UK
2025-01-25,#DeepLearning,162885,895685,-0.21,France
2024-06-09,#Productivity,112855,265123,-0.05,Brazil
2024-12-27,#5G,159204,894354,0.86,Indonesia
2024-07-02,#Coding,98825,182407,-0.96,Australia
2025-03-10,#Robotics,62053,257385,0.62,South Africa
2024-05-29,#5G,49699,281853,0.25,Turkey
2025-01-10,#Vegan,81514,193179,0.38,Spain
2024-11-05,#AI,154597,829285,-0.74,France
2024-06-27,#Stocks,191344,1122013,0.93,Egypt
2024-08-02,#AI,142316,611764,-0.42,Turkey
2025-04-03,#Entrepreneur,76658,267512,0.59,South Korea
2025-04-30,#Science,48194,258260,-0.95,Italy
2024-08-05,#Photography,64048,374844,0.61,France
2024-09-13,#Cloud,198692,1098239,-0.34,India
2024-12-29,#EcoFriendly,41402,81262,-0.02,Canada
2024-11-22,#Python,5489,27070,-0.47,Italy
2025-04-12,#Books,158608,561837,-0.32,Turkey
2024-10-25,#ViralVideo,133224,462921,-0.31,UK
2025-03-09,#Elections2025,165372,683692,0.82,South Africa
2025-02-22,#WorldCup,78430,438397,-0.05,South Africa
2024-09-03,#SelfCare,33729,152341,-0.55,Brazil
2024-07-13,#TechNews,146104,624498,-0.67,Italy
2025-04-30,#ViralVideo,3571,8276,-0.66,USA
2025-04-17,#Robotics,145526,607740,0.69,China
2025-03-13,#TechNews,37367,68129,0.01,UK
2025-05-25,#MachineLearning,45764,218428,0.27,France
2024-08-03,#Adventure,68852,221614,-0.34,USA
2025-01-13,#SpaceX,119034,479799,-0.21,Germany
2024-12-06,#Entrepreneur,18535,98569,0.17,Japan
2025-05-13,#Startup,66159,276544,0.74,Japan
2024-12-08,#Travel,116036,585677,-0.73,Turkey
2024-08-02,#Science,192804,980471,0.18,South Africa
2024-06-29,#Innovation,133316,507987,0.35,Spain
2024-12-23,#Art,10634,58001,-0.08,South Korea
2024-12-26,#Education,9357,32658,0.63,Japan
2024-09-22,#Adventure,102847,341836,-0.85,South Korea
2024-10-27,#Python,148196,277382,-0.87,Indonesia
2024-08-25,#Oscars,125338,303537,0.48,India
2024-08-23,#Photography,119819,382182,-0.01,South Korea
2025-05-11,#Coding,116916,613882,0.17,Nigeria
2025-05-22,#NFT,109269,236953,-0.36,Nigeria
2024-09-05,#Entrepreneur,69347,394019,0.2,Turkey
2024-09-21,#Science,180314,326543,0.69,Brazil
2024-09-18,#SpaceX,79307,240388,-0.55,Mexico
2024-08-13,#Hiking,170884,859582,-0.03,Spain
2025-04-21,#ClimateChange,54957,173925,0.42,Italy
2024-08-17,#SpaceX,107162,621171,0.93,USA
2024-11-08,#Finance,68434,162275,0.39,Australia
2025-01-10,#Stocks,139821,739761,-0.15,India
2024-10-24,#Elections2025,66389,216634,-0.01,Indonesia
2024-12-26,#Motivation,199961,759703,-1.0,Australia
2024-09-26,#Python,13807,81087,0.34,South Korea
2025-02-07,#RemoteWork,123411,276185,-0.29,South Africa
2025-02-25,#TravelTuesday,162333,970300,-0.95,Brazil
2024-08-05,#Travel,102872,246528,-0.73,India
2024-06-13,#MachineLearning,55573,209520,0.68,Brazil
2025-04-14,#IoT,140744,549899,0.84,India
2024-08-17,#MachineLearning,187946,918714,0.96,Russia
2024-07-17,#Cloud,178437,941467,-0.31,Spain
2024-09-24,#SpaceX,44802,262197,-0.15,South Africa
2024-05-31,#WorldCup,102403,613595,0.62,Japan
2025-05-27,#Robotics,60625,330618,-0.13,Mexico
2024-10-04,#Finance,70981,266352,0.58,Egypt
2024-07-23,#RemoteWork,195775,731988,0.04,UK
2024-11-22,#SmartCity,140973,284877,-0.84,Japan
2025-03-18,#Photography,36796,162902,-0.84,Turkey
2025-02-02,#RemoteWork,157536,617731,0.85,Egypt
2024-07-22,#Hiking,38010,203205,-0.9,Italy
2024-07-30,#Robotics,63108,309020,0.67,Italy
2025-01-18,#Python,96013,262019,0.46,Egypt
2024-11-05,#FitnessGoals,191941,1097635,0.58,Mexico
2024-12-25,#FitnessGoals,135204,357297,-0.17,Mexico
2025-04-18,#ViralVideo,102276,427035,-0.74,India
2024-11-27,#CyberSecurity,136578,716622,0.67,South Korea
2025-01-11,#FoodPorn,113427,673956,0.6,India
2024-07-04,#Stocks,149699,510848,0.79,Russia
2024-07-08,#SelfCare,139554,334792,0.4,Australia
2025-02-12,#Books,117385,315101,0.06,Egypt
2025-01-12,#TechNews,116458,304757,0.46,Spain
2025-05-19,#TechNews,130977,646608,-0.77,Turkey
2024-06-22,#Analytics,148559,521413,0.38,Turkey
2025-04-14,#MetGala,31577,123465,0.38,Spain
2024-06-09,#Finance,64531,181298,0.45,South Africa
2024-10-01,#DataScience,112482,519193,-0.34,Australia
2025-02-13,#Fashion,194411,564860,0.9,South Africa
2025-02-08,#AI,125163,333750,-0.99,Italy
2024-09-13,#SelfCare,150295,580045,-0.43,Japan
2025-02-03,#Hiking,92241,275565,-0.86,Germany
2025-04-07,#Education,134686,572752,-0.98,China
2024-07-24,#Politics,6275,13864,-0.7,Egypt
2024-09-09,#EcoFriendly,146085,475028,-1.0,Australia
2024-08-17,#DeepLearning,168277,456473,0.85,Brazil
2024-12-17,#Stocks,29678,121291,-0.8,China
2024-12-14,#DeepLearning,59075,343129,-0.96,South Korea
2024-08-24,#Productivity,25943,104392,0.58,South Africa
2024-06-25,#Health,67349,114453,-0.65,France
2024-07-05,#BreakingNews,180316,342515,-0.82,South Africa
2024-09-15,#Books,199716,1134741,0.04,France
2025-04-21,#MentalHealth,9586,28057,-0.6,USA
2025-02-01,#CyberSecurity,127817,364518,-0.04,Spain
2025-01-23,#WorldCup,29559,60996,-0.81,Russia
2024-07-14,#NFT,50741,79022,0.9,UK
2025-05-13,#Travel,72133,341296,0.53,South Africa
2024-12-28,#Coding,135204,239762,-0.12,Mexico
2025-02-01,#MusicMonday,134505,255489,-0.71,India
2024-11-18,#Foodie,75070,341621,0.81,China
2025-01-30,#Robotics,137712,331930,0.1,Egypt
2025-02-17,#Coding,90496,421372,0.59,India
2025-02-04,#Coding,64632,299884,-0.01,South Africa
2025-02-07,#Nature,159865,535666,-0.35,Australia
2024-06-15,#CyberSecurity,59507,175803,0.04,Australia
2025-01-02,#NFT,188580,776179,0.53,Nigeria
2024-12-01,#RemoteWork,111421,244631,-0.3,France
2024-07-13,#Gaming,71109,320181,0.79,Russia
2025-01-21,#SelfCare,55460,149302,-0.12,Turkey
2025-05-24,#Gaming,97847,427533,-0.29,Nigeria
2024-11-08,#Oscars,14385,76171,0.55,Canada
2025-03-16,#EcoFriendly,124701,320207,0.5,Egypt
2024-12-24,#ClimateChange,60626,356091,-0.5,Russia
2024-07-18,#Crypto,44436,244939,-0.5,Nigeria
2024-09-14,#Finance,91509,372658,0.8,Indonesia
2025-05-27,#Travel,55151,243807,0.25,Indonesia
2024-10-14,#Elections2025,177354,373529,-0.94,Brazil
2024-12-01,#EcoFriendly,62271,343957,-0.85,Mexico
2024-10-24,#Vegan,19455,90540,-0.18,Egypt
2025-04-12,#Analytics,75589,441794,-0.97,Italy
2024-06-10,#Travel,20751,46427,-0.81,UK
2025-02-23,#Movies,55076,127754,0.85,Japan
2024-08-04,#Gaming,177959,964036,0.63,UK
2024-10-27,#Motivation,103945,257384,-0.44,Indonesia
2025-02-01,#BigData,145903,575073,-0.48,France
2025-03-26,#SmartCity,34615,144115,-0.3,USA
2025-05-04,#Cloud,144388,414363,0.78,Russia
2024-12-30,#Startup,152544,882727,0.47,Australia
2024-06-19,#Productivity,76745,376102,-0.78,China
2024-06-26,#Investing,82661,385518,-0.81,Canada
2025-02-25,#Entrepreneur,22036,87421,-0.11,Egypt
2025-03-21,#Entrepreneur,94391,514905,0.98,China
2024-11-29,#Vegan,37871,213096,-0.48,Indonesia
2025-04-05,#Books,171311,766221,0.86,Brazil
2024-07-11,#Fashion,158379,827139,0.66,Turkey
2025-02-10,#IoT,10607,17436,0.71,Turkey
2025-04-07,#Foodie,147753,453300,-0.01,South Korea
2024-07-08,#Fashion,136450,288235,0.09,Germany
2024-11-25,#Adventure,113593,467090,0.88,Australia
2025-03-08,#Nature,20678,115641,0.29,South Korea
2025-05-09,#Motivation,164061,757522,0.88,Brazil
2025-02-26,#RemoteWork,29571,155952,-0.28,Spain
2024-09-12,#ViralVideo,157014,937711,-0.86,China
2024-09-26,#Politics,175416,374808,-0.15,France
2025-02-13,#SpaceX,131979,543253,-0.74,Australia
2024-06-07,#SelfCare,111464,262422,0.15,Japan
2025-01-19,#Elections2025,95825,338660,0.69,UK
2024-09-26,#DataScience,161522,390468,-0.18,South Korea
2024-10-02,#Stocks,146860,555863,-0.26,Brazil
2025-05-02,#Robotics,146755,506348,0.01,Russia
2024-11-30,#Gaming,107450,312552,-0.37,India
2024-08-07,#DeepLearning,199023,454401,-0.08,Spain
2024-08-31,#TravelTuesday,6794,24284,-0.03,Australia
2024-10-22,#Crypto,149430,786524,0.12,Egypt
2025-05-26,#ClimateChange,164259,278319,-0.97,UK
2025-05-07,#SpaceX,199090,1004690,-0.19,Australia
2025-02-05,#Analytics,88694,492785,-0.87,Canada
2025-04-12,#History,181473,578052,0.86,South Africa
2024-08-06,#Startup,51877,299238,0.61,China
2024-10-02,#FoodPorn,63894,260576,-0.49,Indonesia
2024-08-06,#WorldCup,43531,258139,-0.61,UK
2024-11-23,#Vegan,10700,34481,-0.26,Australia
2025-05-11,#MachineLearning,19166,61171,-0.98,Russia
2025-03-12,#MentalHealth,36613,123761,-0.65,France
2025-02-06,#Investing,136871,486233,-0.89,Japan
2024-10-07,#Education,66073,217538,-0.41,France
2025-01-29,#NFT,63759,313341,0.16,Nigeria
2024-07-28,#WorldCup,72424,391545,-0.84,USA
2025-05-09,#AI,39629,81033,-0.47,Indonesia
2024-07-18,#Motivation,93186,390980,-0.94,Australia
2024-12-12,#Foodie,42730,116603,-0.54,Egypt
2025-03-10,#Innovation,159134,450717,0.09,India
2025-01-17,#Blockchain,5211,26483,0.55,Italy
2025-02-13,#Nature,169494,650676,-0.41,UK
2025-04-11,#MentalHealth,70567,410073,0.1,USA
2024-08-04,#CyberSecurity,125694,597775,1.0,China
2024-08-16,#Health,39569,179345,-0.03,Canada
2025-04-08,#Crypto,193482,996898,-0.41,France
2025-03-10,#NFT,81664,473576,0.03,Italy
2025-04-29,#IoT,22977,97120,0.29,Brazil
2024-09-22,#MusicMonday,132515,336879,-0.15,UK
2024-11-02,#Nature,78378,182837,0.93,South Korea
2024-07-01,#Travel,103156,558645,-0.43,South Africa
2024-09-22,#SelfCare,178860,526935,0.0,Germany
2024-11-28,#SelfCare,156021,525482,0.23,Australia
2024-08-06,#MachineLearning,18100,96955,0.38,Italy
2024-11-01,#Politics,25484,116393,0.8,Japan
2024-10-01,#Politics,168142,693139,-0.28,France
2025-01-21,#Books,183909,914422,0.64,Germany
2024-08-28,#SmartCity,8255,28792,0.69,France
2024-07-05,#Nature,165137,545295,-0.14,Canada
2025-01-03,#Vegan,191883,719567,-0.54,Egypt
2024-06-24,#DataScience,30353,142460,-0.53,China
2025-04-05,#Gaming,67072,316695,0.85,Canada
2024-10-04,#Entrepreneur,154488,236043,0.81,UK
2024-12-05,#SmartCity,102540,595036,0.06,Brazil
2024-09-10,#Vegan,21161,126544,0.78,Italy
2024-07-29,#Productivity,18570,45597,-0.61,South Africa
2025-05-15,#Adventure,62868,286603,0.37,USA
2024-09-26,#TravelTuesday,55794,271282,-0.47,UK
2024-10-03,#Business,102959,503060,0.74,South Africa
2025-03-19,#Foodie,41249,237826,0.4,Nigeria
2024-06-07,#MusicMonday,19855,40062,-0.41,Germany
2024-10-16,#Gaming,77274,121331,0.84,China
2025-05-21,#NFT,126148,544995,0.36,Spain
2024-06-12,#MentalHealth,32575,58845,0.62,Italy
2024-10-16,#Finance,164680,409256,0.76,India
2024-10-24,#AI,31733,161980,-0.12,South Africa
2024-10-18,#Business,7332,16772,-0.65,Canada
2025-01-20,#Elections2025,41678,88356,0.85,Italy
2024-12-05,#CyberSecurity,30332,109993,0.82,Turkey
2024-11-03,#SelfCare,115156,504667,-0.84,Canada
2025-04-01,#FoodPorn,94898,476585,0.3,Italy
2025-05-04,#Foodie,108085,458988,0.27,Germany
2025-01-17,#AIArt,141467,525908,-0.49,Turkey
2024-06-08,#TechNews,163853,786112,-0.29,UK
2024-06-12,#Productivity,122379,294009,0.58,UK
2024-08-31,#SpaceX,110999,344589,0.03,Nigeria
2024-07-19,#SmartCity,135586,525176,-0.68,Japan
2024-09-06,#Analytics,38849,221418,-0.29,Russia
2024-10-04,#MusicMonday,40158,152681,0.53,UK
2024-11-29,#Investing,86600,399390,0.21,India
2025-05-07,#Cloud,112449,447246,0.52,Germany
2025-01-20,#Startup,70515,338734,-0.29,Japan
2024-11-03,#Vegan,93083,235376,0.54,Spain
2025-04-29,#AI,50064,90525,0.42,Mexico
2025-01-24,#Books,150829,672946,-0.44,Nigeria
2025-05-24,#Python,88095,425128,0.46,France
2024-11-18,#WorldCup,165728,962025,-0.68,Japan
2024-06-22,#SpaceX,184238,986377,0.09,China
2025-04-27,#DeepLearning,38953,123051,0.95,Nigeria
2025-03-20,#Hiking,193656,770044,0.21,Canada
2024-11-22,#MachineLearning,63928,100549,0.75,South Korea
2024-11-30,#FoodPorn,13429,59561,-0.06,Japan
2024-11-28,#WorldCup,39448,67303,0.46,China
2024-09-04,#Hiking,72191,312663,-0.8,UK
2025-01-27,#Robotics,86981,460615,-0.49,Australia
2024-10-26,#AIArt,25685,62790,0.93,Japan
2024-10-29,#Investing,158977,239726,-1.0,Australia
2024-10-23,#Elections2025,50596,128451,-0.81,India
2024-09-16,#Sustainability,9357,38522,-0.1,UK
2024-08-25,#TechNews,141314,262360,0.54,China
2024-12-02,#ViralVideo,106520,443485,-0.17,Italy
2024-08-21,#Hiking,157154,780936,0.58,Australia
2024-09-14,#EcoFriendly,122213,418220,0.45,UK
2024-12-26,#Coding,181852,318913,0.69,France
2024-10-03,#CyberSecurity,8776,21494,0.16,Russia
2024-06-12,#Coding,32854,120282,0.67,Egypt
2024-08-11,#Hiking,110555,319612,0.38,Japan
2025-03-14,#CyberSecurity,5702,26116,-0.82,UK
2025-05-11,#IoT,40808,191499,-0.61,USA
2024-10-25,#History,110092,509171,0.62,China
2024-10-26,#Cloud,137132,521612,-0.7,South Africa
2024-10-07,#Robotics,86317,155704,-0.9,UK
2024-08-31,#SmartCity,177692,472678,0.82,Australia
2024-07-20,#AIArt,96959,561136,0.59,Brazil
2025-01-29,#Books,4876,20327,-0.36,South Africa
2025-04-18,#MentalHealth,53580,173122,-0.65,USA
2024-10-20,#Education,110138,434901,-0.21,India
2024-11-05,#Cloud,22045,83208,0.52,Indonesia
2024-08-31,#Gaming,165057,379374,0.65,USA
2024-06-16,#Stocks,161845,257271,-0.98,Brazil
2025-04-19,#CyberSecurity,106098,616494,0.61,South Africa
2025-01-11,#Blockchain,52958,297933,-0.48,Indonesia
2024-09-05,#ClimateChange,141165,598377,-0.91,China
2024-10-26,#Elections2025,143936,323167,-0.65,Italy
2025-04-28,#Fashion,22130,62347,-0.58,Australia
2024-10-23,#Books,108877,252261,-0.88,France
2025-03-05,#Finance,88873,323974,-0.57,Italy
2024-11-24,#SmartCity,73584,156177,0.66,Egypt
2025-03-03,#AIArt,105725,412951,-0.53,UK
2024-11-08,#Oscars,50021,152837,0.9,Egypt
2024-06-28,#Investing,14509,82734,-0.13,Turkey
2024-06-28,#CyberSecurity,46235,248780,-0.77,Italy
2024-06-14,#Blockchain,75835,278298,0.84,China
2025-04-12,#Investing,48751,227063,0.2,Turkey
2024-10-31,#MachineLearning,156565,368998,0.42,China
2024-12-27,#Politics,20368,39665,-0.45,UK
2025-02-24,#Education,31010,50869,0.99,UK
2025-04-18,#History,78456,216285,0.07,Brazil
2025-05-23,#WorldCup,128146,543401,0.95,Nigeria
2025-04-08,#Adventure,134620,529353,-0.4,Australia
2025-01-08,#Robotics,60250,188812,0.04,Canada
2025-04-25,#Travel,188470,1120666,-0.98,Egypt
2024-09-29,#Crypto,57319,206447,0.65,Canada
2025-05-11,#Gaming,169194,533301,-0.11,Brazil
2024-12-21,#Science,85000,382973,-0.95,South Africa
2024-06-14,#Sustainability,107955,633882,0.16,UK
2024-06-16,#Robotics,158290,693619,0.31,Australia
2024-06-24,#Sustainability,38818,127462,0.32,Italy
2024-10-19,#Nature,91977,151591,0.45,Mexico
2024-12-25,#MentalHealth,3833,12667,0.55,Nigeria
2024-06-03,#TravelTuesday,129734,691126,-0.8,Turkey
2024-10-05,#BreakingNews,37686,131391,-0.96,Mexico
2025-02-07,#MachineLearning,155833,432885,0.86,Canada
2025-05-16,#Foodie,33860,146590,-0.35,France
2024-09-11,#Stocks,39575,223125,-0.67,USA
2025-05-05,#Art,49459,249690,-0.07,Russia
2024-10-08,#Analytics,121399,627559,-0.85,Nigeria
2025-05-03,#Gaming,167921,997366,0.18,Indonesia
2024-07-19,#FoodPorn,175230,446410,0.91,India
2024-06-29,#Science,27583,67520,-0.27,Italy
2025-05-24,#Blockchain,181733,355147,-0.59,South Africa
2024-09-16,#FoodPorn,182054,914595,-0.85,Japan
2025-05-04,#Education,177402,650840,-0.58,Spain
2025-02-08,#Hiking,197855,731722,0.12,UK
2024-06-14,#BigData,17148,53489,0.09,South Africa
2024-09-22,#MusicMonday,138997,759083,0.6,China
2025-02-16,#Finance,113670,641782,-0.46,UK
2025-01-22,#ViralVideo,116989,570924,0.88,Russia
2024-08-12,#Investing,112741,192479,-0.41,India
2025-01-13,#MetGala,179764,854831,0.08,Japan
2024-08-28,#5G,156368,550093,-0.93,Mexico
2025-05-22,#Crypto,189320,422274,0.37,UK
2024-07-20,#Vegan,141907,640387,-0.85,Canada
2025-02-13,#SelfCare,45143,133703,-0.73,USA
2025-02-02,#Travel,158590,272485,0.44,India
2025-01-04,#IoT,44814,235671,0.77,Japan
2025-05-07,#Adventure,137779,304687,0.83,Canada
2025-01-11,#Nature,115207,510510,0.2,China
2024-10-21,#EcoFriendly,194398,834868,0.84,China
2024-09-10,#Movies,95115,232397,0.69,South Korea
2025-01-30,#Nature,11709,49735,0.79,India
2025-01-27,#Adventure,173818,855625,0.55,UK
2025-01-31,#MentalHealth,69474,203209,-0.07,Mexico
2024-10-14,#DeepLearning,151815,769912,-0.07,USA
2024-12-29,#Business,133044,624480,0.66,France
2024-12-31,#Art,134519,492906,0.26,Nigeria
2024-10-21,#Gaming,13577,47405,0.68,Italy
2024-06-06,#Entrepreneur,157289,430410,0.21,France
2025-01-28,#MetGala,150776,580570,0.78,South Korea
2025-04-05,#AI,31744,72305,0.38,Nigeria
2024-06-07,#DataScience,163490,514081,0.27,UK
2025-05-03,#Robotics,179621,907699,-0.91,Turkey
2024-06-30,#Movies,44321,230779,-0.52,Mexico
2025-01-25,#EcoFriendly,7197,28784,0.9,Egypt
2025-03-14,#Investing,127975,218657,-0.26,Egypt
2025-02-10,#5G,166754,773741,-0.84,India
2025-03-15,#MachineLearning,113110,204037,-0.28,South Africa
2024-08-14,#AIArt,36841,110661,-0.63,Mexico
2025-04-04,#ViralVideo,153473,255549,0.88,Russia
